Gene	Triplication-1.RNA.counts.txt	Triplication-2.RNA.counts.txt	Triplication-3.RNA.counts.txt	Isogenic-1.RNA.counts.txt	Isogenic-2.RNA.counts.txt	Isogenic-3.RNA.counts.txt
ACY3	0.767639124	0	0	0	1.894802607	0
ACYP1	204.9596461	298.5960717	332.2959247	142.7839302	125.0569721	169.4051761
ACYP2	167.345329	171.0060589	207.0829676	160.0910732	159.163419	114.8509669
ADA	171.1835246	167.4618918	167.5927272	181.725002	197.0594711	175.1477245
ADA2	215.7065938	163.9177248	223.4569696	122.2316978	105.1615447	96.18768474
ADAD1	0	0	0	0	0	0
ADAD1P1	0	0	0.963176593	0	0	0
ADAD1P2	0	0	0	0	0	0
ADAD2	0	0	0	1.081696441	0.947401304	1.435637086
ADAL	264.0678586	218.8523137	224.4201462	166.5812519	209.3756881	140.6924344
ADAM10	2002.002835	1669.302668	1570.941024	1877.825021	2066.282243	1576.32952
ADAM11	967.2252961	771.7423693	1245.387335	497.5803627	441.4890075	439.3049482
ADAM12	1881.483493	1118.184696	969.9188294	2448.960742	2147.758755	1863.456937
ADAM15	574.9617038	822.2467494	872.6379935	1105.493762	935.0850866	1234.647894
ADAM17	786.830102	928.5717601	831.2214	705.2660793	719.0775894	763.7589296
ADAM18	0	0	0	0	0	0
ADAM19	1875.34238	427.0721263	501.8150051	1051.40894	1571.738763	1118.36129
ADAM1A	0	0	0	0	0	0
ADAM1B	16.88806073	15.06270985	8.668589339	3.245089322	11.36881564	2.871274171
ADAM2	0	0	0	1.081696441	0	0
ADAM20	0.767639124	2.658125267	1.926353187	1.081696441	2.842203911	2.871274171
ADAM20P1	3.83819562	11.51854283	6.742236153	5.408482203	7.579210429	5.742548343
ADAM20P2	0	0	0	0	0	0
ADAM20P3	0	0	0	0	0	0
ADAM21	24.56445197	13.29062634	16.37400209	14.06205373	10.42141434	14.35637086
ADAM21P1	0	0.886041756	0.963176593	0	0	0
ADAM22	1216.708011	916.1671755	1248.276865	521.3776844	519.1759144	538.3639071
ADAM23	1225.152042	1039.32698	1352.299937	777.7397409	779.7112728	793.9073084
ADAM24P	0	0	0	0	0	0
ADAM28	44.52306919	5.316250535	9.631765933	11.89866085	76.73950559	12.92073377
ADAM29	3.070556496	4.430208779	6.742236153	0	0	0
ADAM30	0	0	0	0	0	0
ADAM32	7.676391239	20.37896038	18.30035527	18.38883949	21.79022998	18.66328211
ADAM33	678.5929855	763.7679935	776.3203342	1139.026352	841.2923576	849.8971547
ADAM3A	0	0	0	0	0	0
ADAM3B	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
ADAM7	0.767639124	0	0	0	0	0
ADAM7-AS1	41.45251269	30.1254197	29.85847439	2.163392881	13.26361825	8.613822514
ADAM7-AS2	0.767639124	0	0.963176593	0	0	0
ADAM8	87.51086013	130.2481381	105.9494253	90.86250102	85.26611732	74.65312846
ADAM9	2374.30781	2839.763827	3215.083468	2260.745561	2384.609081	2559.740924
ADAMDEC1	0	0.886041756	0	0	0	0
ADAMTS1	1136.105903	999.4551005	1189.523093	2554.966993	2487.875823	2281.227329
ADAMTS10	594.1526819	901.9905074	780.1730405	1016.794654	815.7125224	938.9066541
ADAMTS12	165.8100508	161.2595996	200.3407314	280.1593781	222.6393063	206.7317403
ADAMTS13	413.7574878	431.5023351	388.1601671	390.4924151	375.1709162	422.0773032
ADAMTS14	284.794115	113.4133447	112.6916614	485.6817019	556.1245652	613.0170356
ADAMTS15	189.6068636	153.2852238	140.6237826	374.2669685	469.9110466	335.9390781
ADAMTS16	769.9420413	658.3290246	520.1153604	1483.00582	1146.355577	637.4228661
ADAMTS16-DT	66.78460378	70.88334046	41.41659351	99.51607254	58.73888082	54.55420926
ADAMTS17	159.6689378	74.42750749	86.68589339	101.6794654	171.4796359	179.4546357
ADAMTS18	22.26153459	16.83479336	33.71118076	19.47053593	18.94802607	60.2967576
ADAMTS19	8.444030363	7.974375802	4.815882966	8.653571526	7.579210429	2.871274171
ADAMTS19-AS1	0.767639124	0	0	3.245089322	0.947401304	1.435637086
ADAMTS2	1004.071974	827.5629999	844.7058723	1187.702692	1343.415048	1706.972495
ADAMTS20	40.68487357	31.01146145	23.11623824	16.22544661	9.474013036	17.22764503
ADAMTS3	154.2954639	228.598773	254.2786206	239.0549134	244.4295363	617.3239469
ADAMTS4	214.9389547	194.9291863	177.2244932	649.0178644	627.179663	538.3639071
ADAMTS5	202.6567287	54.93458886	58.75377219	176.3165198	262.4301611	100.494596
ADAMTS6	43.75543006	78.85771627	84.75954021	110.333037	82.42391341	101.9302331
ADAMTS7	1225.919681	1371.592638	1328.220522	1890.805378	1830.379319	2133.356709
ADAMTS7P1	5.373473867	7.974375802	1.926353187	7.571875085	6.631809125	8.613822514
ADAMTS7P3	5.373473867	5.316250535	2.88952978	12.98035729	14.21101955	5.742548343
ADAMTS7P4	11.51458686	2.658125267	7.705412746	23.7973217	21.79022998	20.0989192
ADAMTS7P5	0	0	0.963176593	1.081696441	0.947401304	2.871274171
ADAMTS8	52.96709955	36.32771199	31.78482758	23.7973217	41.68565736	33.01965297
ADAMTS9	1480.77587	1134.133447	784.0257469	1234.215639	1544.264125	1155.687854
ADAMTS9-AS1	36.84667795	19.49291863	26.00576802	250.9535742	134.5309851	166.5339019
ADAMTS9-AS2	146.6190727	103.6668854	102.0967189	199.0321451	172.4270373	203.8604662
ADAMTSL1	577.2646212	475.8044229	400.6814628	2016.282165	1862.590963	2479.345247
ADAMTSL2	54.5023778	38.98583726	61.64330197	60.57500068	72.00249907	66.03930594
ADAMTSL3	74.46099502	57.59271413	69.34871471	91.94419746	97.58233427	142.1280715
ADAMTSL4	587.2439298	458.9696295	452.6929988	856.703581	1166.251005	1296.380288
ADAMTSL4-AS1	0	0	0	0	0	0
ADAMTSL4-AS2	1.535278248	0.886041756	1.926353187	4.326785763	3.789605214	7.178185429
ADAMTSL5	59.10821254	39.87187901	33.71118076	29.2058039	69.16029516	40.1978384
ADAP1	99.02544699	142.6527227	229.2360292	69.2285722	76.73950559	63.16803177
ADAP2	87.51086013	66.45313169	78.98048065	29.2058039	39.79085475	38.76220131
ADAR	4391.663428	5052.210092	4741.718369	4453.344246	4691.531255	5298.936483
ADARB1	1167.579107	1070.338441	967.9924762	712.8379544	704.8665699	765.1945667
ADARB2	39.91723444	228.598773	129.0656635	61.65669712	50.21226909	25.84146754
ADARB2-AS1	0.767639124	1.772083512	0	1.081696441	0	0
ADAT1	571.8911473	523.6506777	537.452539	528.9495595	502.1226909	561.3341005
ADAT2	228.7564589	185.182727	130.0288401	167.6629483	162.9530242	143.5637086
ADAT3	16.88806073	15.06270985	10.59494253	11.89866085	23.68503259	7.178185429
ADCK1	95.18725137	154.1712655	155.0714315	121.1500014	108.0037486	143.5637086
ADCK2	343.1346884	331.3796167	407.4236989	350.4696468	336.3274628	390.4932873
ADCK5	153.5278248	184.2966852	169.5190804	221.7477703	202.743879	178.0189986
ADCY1	1027.868787	2513.700461	2137.28886	300.7116105	392.2241397	396.2358357
ADCY10	1.535278248	8.860417558	2.88952978	2.163392881	2.842203911	11.48509669
ADCY10P1	49.12890393	81.51584153	52.01153604	110.333037	90.00312384	122.0291523
ADCY2	569.58823	868.3209207	704.0820897	1052.490637	881.0832123	1118.36129
ADCY3	1031.706983	927.6857183	992.0718911	1321.833051	1255.306727	1517.4684
ADCY4	18.42333897	17.72083512	15.41082549	47.59464339	69.16029516	107.6727814
ADCY5	687.0370159	822.2467494	785.9521001	673.8968825	719.0775894	756.5807442
ADCY6	1104.632699	1449.564312	1197.228505	1736.122787	1638.056854	1896.47659
ADCY6-DT	12.28222598	26.58125267	13.48447231	12.98035729	10.42141434	11.48509669
ADCY7	330.8524624	273.7869025	311.1060396	166.5812519	231.1659181	249.8008529
ADCY8	36.07903882	81.51584153	45.26929988	16.22544661	29.36944041	33.01965297
ADCY9	899.6730532	827.5629999	921.7599997	1228.807157	1503.525869	1729.942688
ADCYAP1	118.2164251	211.7639796	210.9356739	59.49330424	73.89730168	106.2371443
ADCYAP1R1	2444.93061	2489.777334	2561.086561	613.3218819	780.6586741	439.3049482
ADD1	4321.808268	5245.367194	5098.093708	5167.263897	5413.451049	5031.907985
ADD2	1774.014015	2461.423998	2611.171744	485.6817019	546.6505522	492.4235204
ADD3	2943.89604	2550.028173	2338.592768	4560.432194	4185.618959	4334.188362
ADD3-AS1	26.86736934	10.63250107	20.22670846	10.81696441	13.26361825	28.71274171
ADGB	1.535278248	0.886041756	2.88952978	2.163392881	1.894802607	1.435637086
ADGB-DT	0	0	0	0	0	0
ADGRA1	196.5156157	124.0458458	154.1082549	94.10759034	169.5848333	76.08876554
ADGRA1-AS1	22.26153459	39.87187901	25.04259142	5.408482203	7.579210429	8.613822514
ADGRA2	2016.587979	2073.337709	2280.802173	5020.153181	5048.701547	6697.247005
ADGRA3	1047.827404	1130.58928	980.5137719	1722.060734	1698.690537	1965.38717
ADGRA3P1	0	0.886041756	0	0	0	0
ADGRB1	1928.309479	3438.728054	2463.805726	1025.448226	1048.773243	914.5008236
ADGRB2	3051.365518	4427.550654	4758.092371	5501.508097	5491.137956	6769.028859
ADGRB3	202.6567287	590.1038094	522.0417135	88.69910814	81.47651211	139.2567973
ADGRB3-DT	99.02544699	485.5508822	466.1774711	34.6142861	30.31684171	41.63347549
ADGRD1	69.85516028	117.8435535	111.7284848	217.4209846	250.1139441	423.5129403
ADGRD1-AS1	0	0.886041756	0	0	0	0
ADGRD2	6.908752115	22.1510439	15.41082549	28.12410746	24.63243389	33.01965297
ADGRE1	0	0	0	1.081696441	0	0
ADGRE2	30.70556496	3.544167023	0	6.490178644	18.94802607	5.742548343
ADGRE3	0	0	0	0	0	0
ADGRE4P	0	0	0	0	0	0
ADGRE5	535.0444694	119.615637	141.5869592	363.4500041	867.8195941	232.5732079
ADGRF1	0	0.886041756	0	2.163392881	0	0
ADGRF2P	0	0	0	0	0	0
ADGRF3	3.83819562	11.51854283	16.37400209	10.81696441	4.737006518	12.92073377
ADGRF4	3.070556496	6.202292291	0.963176593	0	0	0
ADGRF5	2.302917372	4.430208779	7.705412746	1.081696441	2.842203911	5.742548343
ADGRF5-AS1	0	0	0	0	0	0
ADGRF5P1	0	0	0	0	0	0
ADGRF5P2	0	0	0	0	0	0
ADGRG1	856.6852623	2473.828582	2818.254712	320.1821464	365.6969032	318.711433
ADGRG2	225.6859024	138.2225139	157.9609613	294.2214319	213.1652933	228.2662966
ADGRG3	0.767639124	5.316250535	12.52129571	0	0	1.435637086
ADGRG4	62.94640816	26.58125267	54.90106582	9.735267966	14.21101955	4.306911257
ADGRG5	152.7601857	32.78354496	66.45918493	60.57500068	63.47588734	34.45529006
ADGRG6	293.2381453	210.8779379	162.7768443	725.8183117	484.1220661	473.7602383
ADGRG7	0	0	0	0	0	0
ADGRL1	2878.646715	4191.863547	4663.701065	3414.915663	3403.065482	4199.238476
ADGRL1-AS1	38.3819562	53.16250535	38.52706373	48.67633983	59.68628213	55.98984634
ADGRL2	2524.765079	1702.086213	1856.041295	3849.757632	4207.409189	3108.154291
ADGRL3	1168.346747	1732.211633	1462.102069	938.9125105	1078.142683	785.2934859
ADGRL3-AS1	0	0	0	0	0	0
ADGRL4	4.605834744	7.088334046	10.59494253	5.408482203	4.737006518	18.66328211
ADGRV1	329.3171842	417.325667	481.5882966	196.8687522	254.8509507	265.5928609
ADH1A	0	0	0.963176593	0	0.947401304	1.435637086
ADH1B	23.79681284	21.26500214	46.23247648	49.75803627	49.26486779	54.55420926
ADH1C	0	0	0	1.081696441	0.947401304	0
ADH4	1.535278248	0.886041756	0	1.081696441	0	1.435637086
ADH5	2140.945517	2236.369392	2372.303949	2490.065206	2408.294114	2319.989531
ADH5P2	0.767639124	0	0	0	0	1.435637086
ADH5P3	2.302917372	1.772083512	0.963176593	1.081696441	0	4.306911257
ADH5P4	136.6397641	132.0202216	144.476489	154.682591	136.4257877	137.8211602
ADH5P5	0	0	0	0	0	0
ADH6	4.605834744	3.544167023	5.77905956	3.245089322	0.947401304	5.742548343
ADH7	1.535278248	2.658125267	2.88952978	5.408482203	2.842203911	12.92073377
ADHFE1	16.88806073	15.06270985	16.37400209	22.71562525	24.63243389	31.58401589
ADI1	373.0726142	263.1544015	280.2843886	322.3455393	466.1214414	245.4939417
ADI1P1	0	0	0	0	0	0
ADI1P2	0	0.886041756	0	0	0	0
ADI1P3	0	0	0	0	0	0
ADIG	0	0	0	0	0	0
ADIPINT	1.535278248	0.886041756	0.963176593	0	0.947401304	0
ADIPOQ	3.83819562	6.202292291	7.705412746	49.75803627	81.47651211	2.871274171
ADIPOQ-AS1	0	0	0	0	0	0
ADIPOR1	1667.312177	1552.345156	1547.824785	1818.331717	1867.327969	1940.98134
ADIPOR1P1	0	0	0	0	0	0
ADIPOR1P2	0.767639124	0	0.963176593	1.081696441	0	0
ADIPOR2	1243.575381	1329.062634	1312.809697	1367.264301	1479.840836	1404.05307
ADIRF	0	0	0.963176593	0	0	0
ADIRF-AS1	124.3575381	77.08563275	100.1703657	157.9276803	213.1652933	265.5928609
ADISSP	911.1876401	699.0869453	774.393981	816.6808127	889.6098241	776.6796634
ADK	585.7086516	422.6419175	468.1038243	474.8647375	449.0682179	453.6613191
ADM	462.1187526	520.9925524	329.4063949	462.9660766	250.1139441	221.0881112
ADM-DT	4.605834744	4.430208779	3.852706373	2.163392881	1.894802607	1.435637086
ADM2	200.3538113	197.5873115	266.7999163	289.8946461	218.8497011	424.9485774
ADM5	10.74694773	12.40458458	9.631765933	1.081696441	6.631809125	7.178185429
ADNP	1601.295213	2029.035621	1808.845642	1804.269663	1813.326095	1979.743541
ADNP-AS1	16.88806073	13.29062634	20.22670846	12.98035729	14.21101955	11.48509669
ADNP2	644.8168641	751.3634089	726.2351513	731.2267939	721.9197933	798.2142197
ADO	631.766999	557.3202644	644.3651409	401.3093795	415.9091723	324.4539814
ADORA1	211.1007591	262.2683597	301.4742737	261.7705386	261.4827598	216.7811999
ADORA2A	6.141112991	6.202292291	3.852706373	4.326785763	4.737006518	14.35637086
ADORA2A-AS1	4.605834744	5.316250535	4.815882966	14.06205373	18.94802607	14.35637086
ADORA2B	92.88433399	84.1739668	122.3234273	93.0258939	78.6343082	64.60366886
ADORA2BP1	0	0	0	0	0	0
ADORA3	0	0.886041756	0	1.081696441	0	0
ADPGK	529.6709955	459.8556713	492.1832392	798.2919732	657.4965047	847.0258806
ADPGK-AS1	4.605834744	4.430208779	3.852706373	1.081696441	3.789605214	4.306911257
ADPRH	32.2408432	15.9487516	27.9321212	34.6142861	87.16091993	35.89092714
ADPRHL1	740.7717546	176.3223094	259.0945036	497.5803627	1299.834589	255.5434013
ADPRM	176.5569985	135.5643886	153.1450783	215.2575917	211.2704907	226.8306595
ADPRS	490.5214002	461.6277548	552.8633645	507.3156307	599.7050252	542.6708184
ADRA1A	12.28222598	53.16250535	47.19565307	127.64018	128.8465773	236.8801191
ADRA1B	39.91723444	55.82063062	105.9494253	68.14687576	85.26611732	76.08876554
ADRA1D	13.04986511	12.40458458	26.96894461	35.69598254	31.26424302	31.58401589
ADRA2A	50.66418218	43.41604603	77.05412746	40.02276831	72.94990038	38.76220131
ADRA2B	25.33209109	12.40458458	9.631765933	17.30714305	18.00062477	21.53455629
ADRA2C	160.4365769	140.8806392	179.1508463	183.8883949	130.7413799	268.464135
ADRB1	24.56445197	21.26500214	10.59494253	11.89866085	18.94802607	18.66328211
ADRB2	99.02544699	45.18812955	65.49600834	252.0352707	288.9573976	275.6423205
ADRB3	0.767639124	3.544167023	0	3.245089322	0.947401304	1.435637086
ADRM1	432.9484659	419.9837922	458.4720584	442.4138442	498.3330857	501.0373429
ADSL	91.34905575	68.2252152	54.90106582	103.8428583	95.68753166	86.13822514
ADSS1	244.8768805	203.7896038	209.0093207	297.4665212	450.9630205	255.5434013
ADSS2	630.2317207	716.8077804	725.2719747	670.6517932	538.1239404	687.6701641
ADTRP	7.676391239	3.544167023	2.88952978	6.490178644	3.789605214	0
AEBP1	4446.933445	4739.437352	3747.720124	7789.296069	8636.510283	9936.04427
AEBP2	670.1489552	567.0667237	494.1095923	814.5174198	844.1345615	938.9066541
AEN	716.2073026	637.0640224	789.8048065	778.8214373	1008.982388	921.679009
AFAP1	302.4498148	246.3196081	202.2670846	321.2638429	489.806474	407.7209323
AFAP1-AS1	9.211669487	12.40458458	11.55811912	6.490178644	18.94802607	14.35637086
AFAP1L1	629.4640816	40.75792077	12.52129571	501.9071485	1084.774493	289.9986913
AFAP1L2	1149.155769	536.0552623	408.3868755	999.4875112	918.0318632	702.0265349
AFDN	1286.563172	2625.341722	2405.051953	596.0147388	750.3418324	710.6403574
AFDN-DT	22.26153459	46.0741713	69.34871471	2.163392881	3.789605214	4.306911257
AFF1	542.7208606	620.2292291	498.9254753	785.3116159	764.552852	1002.074686
AFF2	445.998331	673.3917344	665.5550259	490.0084876	507.8070987	671.8781561
AFF2-IT1	0	0	0	0	0	0
AFF3	783.7595455	933.0019689	966.066123	747.4522405	702.024366	798.2142197
AFF4	2480.242009	2865.459038	2399.272894	2376.48708	3089.475651	2750.680656
AFF4-DT	0.767639124	3.544167023	2.88952978	4.326785763	0	5.742548343
AFF4P1	0	0	0	0	0	0
AFG1L	127.4280946	99.23667665	106.9126019	91.94419746	89.05572254	76.08876554
AFG2A	108.2371165	123.1598041	94.39130614	161.1727697	156.3212151	153.6131682
AFG2B	227.9888198	241.8893993	276.4316823	271.5058066	280.4307859	269.8997721
AFG3L1P	205.7272852	257.8381509	214.7883803	248.7901814	173.3744386	261.2859496
AFG3L2	969.5282135	726.5542398	719.4929152	747.4522405	1113.196532	770.937115
AFG3L2P1	10.74694773	7.088334046	5.77905956	5.408482203	9.474013036	10.0494596
AFM	0	0	0	0	0	0
AFMID	607.202547	450.9952537	431.5031138	520.295988	519.1759144	404.8496582
AFP	0	0	1.926353187	0	0.947401304	0
AFTPH	438.3219398	567.0667237	508.5572412	371.0218792	394.1189423	430.6911257
AFTPH-DT	13.04986511	19.49291863	8.668589339	4.326785763	7.579210429	5.742548343
AGA	152.7601857	225.9406477	186.8562591	202.2772344	162.9530242	258.4146754
AGA-DT	69.08752115	77.08563275	74.16459768	21.63392881	27.4746378	27.27710463
AGAP1	3922.635923	4316.795434	3920.128735	1926.501361	3120.739894	2107.515242
AGAP1-IT1	1.535278248	1.772083512	0	3.245089322	7.579210429	1.435637086
AGAP10P	0	0	0	0	0	0
AGAP11	0	0	0	0	0	0
AGAP12P	2.302917372	2.658125267	4.815882966	3.245089322	3.789605214	1.435637086
AGAP13P	0	1.772083512	0.963176593	1.081696441	0	4.306911257
AGAP14P	0.767639124	0.886041756	2.88952978	1.081696441	0.947401304	1.435637086
AGAP2	467.4922265	1484.119941	1055.641546	168.7446447	147.7946034	153.6131682
AGAP2-AS1	0	0	0	0	0	0
AGAP3	2440.324775	2472.056499	2341.482298	2104.981274	2326.817602	2157.76254
AGAP4	80.60210801	124.9318876	133.8815465	112.4964298	83.37131472	101.9302331
AGAP5	1.535278248	1.772083512	0.963176593	1.081696441	1.894802607	2.871274171
AGAP6	8.444030363	14.17666809	20.22670846	16.22544661	7.579210429	12.92073377
AGAP7P	0	0	0	0	0	0
AGAP9	4.605834744	7.974375802	14.4476489	11.89866085	9.474013036	12.92073377
AGBL1	58.34057342	1.772083512	1.926353187	43.26785763	116.5303603	8.613822514
AGBL1-AS1	2.302917372	0	0	2.163392881	0	1.435637086
AGBL2	14.58514335	13.29062634	10.59494253	18.38883949	6.631809125	24.40583046
AGBL3	39.14959532	54.0485471	40.45341692	42.18616119	44.52786127	28.71274171
AGBL4	222.6153459	138.2225139	202.2670846	31.36919678	30.31684171	22.97019337
AGBL4-AS1	0.767639124	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
AGBL5	509.7123783	666.3034004	595.2431346	560.3187563	561.808973	558.4628263
AGBL5-AS1	1.535278248	2.658125267	4.815882966	3.245089322	2.842203911	1.435637086
AGBL5-IT1	5.373473867	17.72083512	14.4476489	10.81696441	5.684407821	14.35637086
AGER	202.6567287	279.9891948	235.0150888	256.3620564	198.0068724	291.4343284
AGFG1	1188.305364	1057.047815	1080.684138	938.9125105	1011.824592	948.9561137
AGFG2	173.486442	167.4618918	179.1508463	166.5812519	168.637432	144.9993457
AGGF1	286.3293932	332.2656584	290.8793312	224.9928597	174.3218399	183.761547
AGGF1P1	0.767639124	1.772083512	1.926353187	0	0	0
AGGF1P10	0	0	0	0	0	0
AGGF1P2	0	0	0	0	0	0
AGGF1P3	3.070556496	1.772083512	1.926353187	0	0	0
AGGF1P4	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0
AGK	435.2513833	483.7787987	519.1521838	434.8419692	469.9110466	502.47298
AGK-DT	8.444030363	4.430208779	12.52129571	3.245089322	4.737006518	1.435637086
AGKP1	0.767639124	0	0	0	0	0
AGKP2	12.28222598	7.088334046	5.77905956	14.06205373	18.94802607	11.48509669
AGL	486.6832046	340.2400342	274.5053291	364.5317005	600.6524265	236.8801191
AGMAT	25.33209109	12.40458458	10.59494253	14.06205373	18.00062477	7.178185429
AGMO	19.95861722	20.37896038	14.4476489	23.7973217	25.5798352	12.92073377
AGO1	895.8348576	1236.914291	1179.891327	742.0437583	848.871568	735.0461879
AGO2	1737.934977	1468.171189	1274.282633	1611.727697	2209.33984	2015.634468
AGO3	891.2290229	831.9932087	757.0568023	942.1575998	887.7150215	1004.94596
AGO4	515.0858522	850.6000856	693.4871471	536.5214346	595.91542	557.0271893
AGPAT1	609.5054644	624.6594378	762.8358619	671.7334897	679.2867347	508.2155283
AGPAT2	414.5251269	480.2346316	405.4973458	748.533937	678.3393334	806.8280422
AGPAT3	1083.906443	1531.966196	1651.847857	1051.40894	1011.824592	1062.371443
AGPAT4	1131.500069	1560.319532	1315.699226	877.2558134	929.4006788	917.3720978
AGPAT5	967.2252961	920.5973843	954.5080039	933.5040283	1055.405052	938.9066541
AGPAT5P1	0	0	0	0	0	0
AGPS	1591.315904	1049.959481	1067.199665	980.0169753	1152.039985	914.5008236
AGR2	3.070556496	7.088334046	0	43.26785763	21.79022998	45.94038674
AGR3	0	0.886041756	1.926353187	1.081696441	0	0
AGRN	6273.146921	7948.680591	7953.912307	5483.119258	6994.663824	6443.139241
AGRP	4.605834744	4.430208779	0.963176593	0	1.894802607	0
AGT	1764.034707	1617.912246	1826.182821	692.285722	1182.356827	437.8693111
AGTPBP1	1490.755179	1249.318876	1403.348296	560.3187563	557.0719665	578.5617455
AGTR1	44.52306919	58.47875588	18.30035527	182.8066985	134.5309851	111.9796927
AGTR2	1268.907472	459.8556713	984.3664783	2060.63172	2023.649184	2815.284325
AGTRAP	244.8768805	237.4591906	257.1681504	401.3093795	339.1696667	367.5230939
AGXT	13.81750423	0.886041756	2.88952978	63.82009	47.37006518	28.71274171
AGXT2	0	0	0	0	0	0
AHCTF1	684.7340985	551.1179721	522.0417135	704.1843829	853.6085745	897.2731786
AHCTF1P1	75.22863414	69.11125695	48.15882966	73.55535797	117.4777616	94.75204766
AHCY	3584.10707	1388.427431	1520.855841	2537.65985	3979.085475	2048.654121
AHCYL1	2927.775619	3035.579055	3230.494294	2835.126371	3222.111833	3551.76615
AHCYL2	596.4555993	629.9756884	705.0452663	478.1098268	690.6555503	532.6213588
AHCYP2	0.767639124	0	0	2.163392881	0	0
AHCYP3	0	0	0	0	0	1.435637086
AHCYP4	0	0.886041756	0.963176593	0	0.947401304	0
AHCYP5	0	0	0	0	0	0
AHCYP7	2.302917372	3.544167023	0	0	3.789605214	2.871274171
AHCYP8	0	0	0	0	0	0
AHDC1	1449.302666	1644.493499	1485.218307	1826.985288	2537.140691	2117.564701
AHI1	439.0895789	444.7929614	454.619352	348.3062539	344.8540745	380.4438277
AHI1-DT	14.58514335	19.49291863	16.37400209	16.22544661	5.684407821	11.48509669
AHNAK	14965.12472	9810.25432	6796.174042	16869.05599	23426.39203	21794.4066
AHNAK2	4529.070831	1939.545403	2288.507586	1858.354485	3542.333474	2265.435321
AHR	603.3643514	621.1152708	576.9427794	1273.156711	1256.254129	1132.717661
AHRR	6.141112991	8.860417558	12.52129571	5.408482203	6.631809125	8.613822514
AHSA1	1939.824066	1709.174547	1873.378474	1653.913858	1860.69616	1617.962996
AHSA2P	856.6852623	1128.817197	889.0119956	1147.679924	991.9291648	1205.935152
